Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
roubos	NOUN	1	123	7	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
a	ADP	0	123	8	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
agências	NOUN	0	123	9	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
dos	ADP	0	123	10	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
Correios	PROPN	1	123	11	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
no	ADP	0	123	12	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
Espírito	PROPN	0	123	13	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
Santo	PROPN	0	123	14	0	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
122	['PROPN', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN']	[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	123	122	1	PF prende suspeito de participar de vários roubos a agências dos Correios no Espírito Santo
PF	PROPN	1	124	0	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
deflagra	VERB	1	124	1	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
duas	NUM	0	124	2	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
operações	NOUN	0	124	3	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
simultâneas	ADJ	1	124	4	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
visando	VERB	0	124	5	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
combater	VERB	0	124	6	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
a	DET	0	124	7	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
disseminação	NOUN	1	124	8	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
de	ADP	0	124	9	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
pornografia	NOUN	1	124	10	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
infantil	ADJ	0	124	11	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
Operação	NOUN	0	124	12	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
Help	PROPN	1	124	13	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
X	PROPN	0	124	14	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
e	CCONJ	0	124	15	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
Operação	PROPN	0	124	16	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
Infância	PROPN	1	124	17	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
Resgatada	VERB	1	124	18	0	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
123	['PROPN', 'VERB', 'NUM', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'VERB']	[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]	124	123	1	PF deflagra duas operações simultâneas visando combater a disseminação de pornografia infantil Operação Help X e Operação Infância Resgatada
PF	PROPN	1	125	0	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
combate	VERB	0	125	1	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
comércio	NOUN	0	125	2	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
ilegal	ADJ	0	125	3	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
de	ADP	0	125	4	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
pássaros	NOUN	0	125	5	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
silvestres	ADJ	1	125	6	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
em	ADP	0	125	7	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
Minas	PROPN	0	125	8	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
Gerais	PROPN	0	125	9	0	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
124	['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN']	[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]	125	124	1	PF combate comércio ilegal de pássaros silvestres em Minas Gerais
PF	PROPN	1	126	0	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
,	PUNCT	0	126	1	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
em	ADP	0	126	2	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
ação	NOUN	0	126	3	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
conjunta	ADJ	0	126	4	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
,	PUNCT	0	126	5	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
apreende	VERB	1	126	6	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
carregamento	NOUN	1	126	7	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
com	ADP	0	126	8	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
aproximadamente	ADV	0	126	9	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
400	NUM	0	126	10	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
mil	NUM	0	126	11	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
maços	NOUN	1	126	12	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
de	ADP	0	126	13	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
cigarros	NOUN	1	126	14	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
contrabandeados	VERB	1	126	15	0	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
125	['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'ADV', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB']	[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]	126	125	1	PF , em ação conjunta , apreende carregamento com aproximadamente 400 mil maços de cigarros contrabandeados
PF	PROPN	1	127	0	0	PF combate prática de crimes previdenciários em Pernambuco
combate	VERB	0	127	1	0	PF combate prática de crimes previdenciários em Pernambuco
prática	NOUN	0	127	2	0	PF combate prática de crimes previdenciários em Pernambuco
de	ADP	0	127	3	0	PF combate prática de crimes previdenciários em Pernambuco
crimes	NOUN	0	127	4	0	PF combate prática de crimes previdenciários em Pernambuco
previdenciários	ADJ	1	127	5	0	PF combate prática de crimes previdenciários em Pernambuco
em	ADP	0	127	6	0	PF combate prática de crimes previdenciários em Pernambuco
Pernambuco	PROPN	0	127	7	0	PF combate prática de crimes previdenciários em Pernambuco
126	['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN']	[1, 0, 0, 0, 0, 1, 0, 0]	127	126	1	PF combate prática de crimes previdenciários em Pernambuco
Polícia	PROPN	0	128	0	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
Federal	PROPN	0	128	1	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
prende	VERB	1	128	2	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
mulheres	NOUN	0	128	3	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
com	ADP	0	128	4	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
maconha	NOUN	1	128	5	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
na	ADP	0	128	6	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
rodoviária	NOUN	1	128	7	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
de	ADP	0	128	8	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
Foz	PROPN	0	128	9	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
do	ADP	0	128	10	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
Iguaçu	PROPN	0	128	11	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
PR	PROPN	0	128	12	0	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
127	['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN']	[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]	128	127	1	Polícia Federal prende mulheres com maconha na rodoviária de Foz do Iguaçu PR
PF	PROPN	1	129	0	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
deflagra	VERB	1	129	1	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
a	DET	0	129	2	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
Operação	PROPN	0	129	3	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
Bad	PROPN	0	129	4	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
Trip	PROPN	1	129	5	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
,	PUNCT	0	129	6	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
para	SCONJ	0	129	7	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
desarticular	VERB	1	129	8	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
grupo	NOUN	0	129	9	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
criminoso	ADJ	0	129	10	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
especializado	VERB	0	129	11	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
no	ADP	0	129	12	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
tráfico	NOUN	0	129	13	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
de	ADP	0	129	14	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
ecstasy	PROPN	1	129	15	0	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
128	['PROPN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN']	[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]	129	128	1	PF deflagra a Operação Bad Trip , para desarticular grupo criminoso especializado no tráfico de ecstasy
PF	PROPN	1	130	0	0	PF combate crime eleitoral no Acre
combate	VERB	0	130	1	0	PF combate crime eleitoral no Acre
crime	NOUN	0	130	2	0	PF combate crime eleitoral no Acre
eleitoral	ADJ	0	130	3	0	PF combate crime eleitoral no Acre
no	ADP	0	130	4	0	PF combate crime eleitoral no Acre
Acre	PROPN	0	130	5	0	PF combate crime eleitoral no Acre
129	['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN']	[1, 0, 0, 0, 0, 0]	130	129	1	PF combate crime eleitoral no Acre
Polícia	PROPN	0	131	0	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
Federal	PROPN	0	131	1	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
deflagra	VERB	1	131	2	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
Operação	PROPN	0	131	3	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
Raposo	PROPN	1	131	4	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
para	SCONJ	0	131	5	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
investigar	VERB	0	131	6	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
furtos	NOUN	1	131	7	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
de	ADP	0	131	8	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
dispositivos	NOUN	0	131	9	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
eletrônicos	ADJ	0	131	10	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
em	ADP	0	131	11	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
rgão	ADJ	1	131	12	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
público	NOUN	0	131	13	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
paranaense	ADJ	0	131	14	0	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
130	['PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADJ']	[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	131	130	1	Polícia Federal deflagra Operação Raposo para investigar furtos de dispositivos eletrônicos em rgão público paranaense
PF	PROPN	1	132	0	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
combate	VERB	0	132	1	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
desvios	NOUN	1	132	2	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
de	ADP	0	132	3	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
recursos	NOUN	0	132	4	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
públicos	ADJ	0	132	5	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
destinados	VERB	0	132	6	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
ao	ADP	0	132	7	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
combate	NOUN	0	132	8	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
à	ADP	0	132	9	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
Covid	PROPN	1	132	10	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
-	PUNCT	0	132	11	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
19	NUM	0	132	12	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
no	ADP	0	132	13	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
Piauí	PROPN	0	132	14	0	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
131	['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'ADP', 'PROPN']	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	132	131	1	PF combate desvios de recursos públicos destinados ao combate à Covid - 19 no Piauí
PF	PROPN	1	133	0	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
prende	VERB	1	133	1	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
2	NUM	0	133	2	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
pessoas	NOUN	0	133	3	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
identificadas	VERB	0	133	4	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
pela	ADP	0	133	5	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
receita	NOUN	0	133	6	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
com	ADP	0	133	7	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
droga	NOUN	0	133	8	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
dentro	ADV	0	133	9	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
de	ADP	0	133	10	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
embalagens	NOUN	1	133	11	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
de	ADP	0	133	12	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
café	NOUN	0	133	13	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
e	CCONJ	0	133	14	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
remédios	NOUN	1	133	15	0	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
132	['PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]	133	132	1	PF prende 2 pessoas identificadas pela receita com droga dentro de embalagens de café e remédios
Polícia	PROPN	0	134	0	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
Federal	PROPN	0	134	1	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
cumpre	VERB	1	134	2	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
mandado	VERB	0	134	3	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
de	ADP	0	134	4	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
prisão	NOUN	0	134	5	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
em	ADP	0	134	6	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
desfavor	NOUN	1	134	7	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
de	ADP	0	134	8	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
ex	PROPN	0	134	9	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
-	PUNCT	0	134	10	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
prefeito	NOUN	0	134	11	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
municipal	ADJ	0	134	12	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
de	ADP	0	134	13	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
cidade	NOUN	0	134	14	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
vizinha	ADJ	0	134	15	0	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
133	['PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ']	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	134	133	1	Polícia Federal cumpre mandado de prisão em desfavor de ex - prefeito municipal de cidade vizinha
PF	PROPN	1	135	0	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
prende	VERB	1	135	1	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
em	ADP	0	135	2	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
flagrante	NOUN	1	135	3	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
por	ADP	0	135	4	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
estelionato	NOUN	1	135	5	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
homem	NOUN	0	135	6	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
condenado	VERB	0	135	7	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
por	SCONJ	0	135	8	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
divulgar	VERB	0	135	9	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
pornografia	NOUN	1	135	10	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
infantil	ADJ	0	135	11	0	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
134	['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADJ']	[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]	135	134	1	PF prende em flagrante por estelionato homem condenado por divulgar pornografia infantil
PF	PROPN	1	136	0	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
prende	VERB	1	136	1	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
,	PUNCT	0	136	2	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
no	ADP	0	136	3	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
Rio	PROPN	0	136	4	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
Grande	PROPN	0	136	5	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
do	ADP	0	136	6	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
Norte	PROPN	0	136	7	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
,	PUNCT	0	136	8	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
procurado	VERB	0	136	9	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
pela	ADP	0	136	10	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
Justiça	PROPN	0	136	11	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
de	ADP	0	136	12	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
Goiás	PROPN	0	136	13	0	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
135	['PROPN', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN']	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	136	135	1	PF prende , no Rio Grande do Norte , procurado pela Justiça de Goiás
PF	PROPN	1	137	0	0	PF apreende 100 kg de cocaína no Mato Grosso
apreende	VERB	1	137	1	0	PF apreende 100 kg de cocaína no Mato Grosso
100	NUM	0	137	2	0	PF apreende 100 kg de cocaína no Mato Grosso
kg	NOUN	0	137	3	0	PF apreende 100 kg de cocaína no Mato Grosso
de	ADP	0	137	4	0	PF apreende 100 kg de cocaína no Mato Grosso
cocaína	NOUN	1	137	5	0	PF apreende 100 kg de cocaína no Mato Grosso
no	ADP	0	137	6	0	PF apreende 100 kg de cocaína no Mato Grosso
Mato	PROPN	0	137	7	0	PF apreende 100 kg de cocaína no Mato Grosso
Grosso	PROPN	0	137	8	0	PF apreende 100 kg de cocaína no Mato Grosso
136	['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN']	[1, 1, 0, 0, 0, 1, 0, 0, 0]	137	136	1	PF apreende 100 kg de cocaína no Mato Grosso
PF	PROPN	1	138	0	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
,	PUNCT	0	138	1	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
em	ADP	0	138	2	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
ação	NOUN	0	138	3	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
conjunta	ADJ	0	138	4	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
,	PUNCT	0	138	5	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
apreende	VERB	1	138	6	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
cocaína	NOUN	1	138	7	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
no	ADP	0	138	8	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
Rio	PROPN	0	138	9	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
Juruá	PROPN	1	138	10	0	PF , em ação conjunta , apreende cocaína no Rio Juruá
137	['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']	[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]	138	137	1	PF , em ação conjunta , apreende cocaína no Rio Juruá
Polícia	PROPN	0	139	0	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
Federal	PROPN	0	139	1	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
desarticula	VERB	1	139	2	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
grupo	NOUN	0	139	3	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
criminoso	ADJ	0	139	4	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
responsável	ADJ	0	139	5	0	Polícia Federal desarticula grupo criminoso responsável por fraudes na concessão de Benefícios Previdenciários
